,actual values,Predicted class,network class
12733,1,1,normal
12734,0,0,anormaly
12735,0,0,anormaly
12736,0,0,anormaly
12737,0,0,anormaly
12738,0,0,anormaly
12739,0,0,anormaly
12740,0,0,anormaly
12741,1,1,normal
12742,1,1,normal
12743,1,1,normal
12744,0,0,anormaly
12745,1,1,normal
12746,1,0,anormaly
12747,1,1,normal
12748,1,1,normal
12749,1,1,normal
12750,1,0,anormaly
12751,1,1,normal
12752,0,0,anormaly
12753,1,1,normal
12754,1,0,anormaly
12755,1,1,normal
12756,1,1,normal
12757,1,1,normal
12758,1,1,normal
12759,0,0,anormaly
12760,1,1,normal
12761,1,1,normal
12762,1,1,normal
12763,1,1,normal
12764,0,0,anormaly
12765,0,0,anormaly
12766,0,0,anormaly
12767,1,0,anormaly
12768,1,1,normal
12769,0,0,anormaly
12770,0,0,anormaly
12771,1,1,normal
12772,0,0,anormaly
12773,1,1,normal
12774,1,1,normal
12775,1,1,normal
12776,0,0,anormaly
12777,0,0,anormaly
12778,0,0,anormaly
12779,0,0,anormaly
12780,0,0,anormaly
12781,0,0,anormaly
12782,0,0,anormaly
12783,0,0,anormaly
12784,0,0,anormaly
12785,1,1,normal
12786,1,1,normal
12787,1,1,normal
12788,0,0,anormaly
12789,1,1,normal
12790,1,1,normal
12791,0,0,anormaly
12792,1,1,normal
12793,0,0,anormaly
12794,1,1,normal
12795,1,1,normal
12796,1,1,normal
12797,0,0,anormaly
12798,0,0,anormaly
12799,1,1,normal
12800,0,0,anormaly
12801,1,1,normal
12802,1,1,normal
12803,1,1,normal
12804,1,1,normal
12805,0,0,anormaly
12806,0,0,anormaly
12807,1,1,normal
12808,0,0,anormaly
12809,1,1,normal
12810,1,0,anormaly
12811,0,0,anormaly
12812,1,1,normal
12813,1,1,normal
12814,1,1,normal
12815,0,0,anormaly
12816,0,0,anormaly
12817,1,1,normal
12818,1,1,normal
12819,0,0,anormaly
12820,1,1,normal
12821,0,0,anormaly
12822,0,0,anormaly
12823,0,0,anormaly
12824,1,1,normal
12825,0,0,anormaly
12826,0,0,anormaly
12827,0,0,anormaly
12828,1,1,normal
12829,1,1,normal
12830,0,0,anormaly
12831,0,0,anormaly
12832,0,0,anormaly
12833,1,1,normal
12834,0,0,anormaly
12835,0,0,anormaly
12836,0,0,anormaly
12837,0,0,anormaly
12838,0,0,anormaly
12839,0,0,anormaly
12840,0,0,anormaly
12841,0,0,anormaly
12842,0,0,anormaly
12843,1,1,normal
12844,1,1,normal
12845,0,0,anormaly
12846,1,1,normal
12847,0,0,anormaly
12848,1,1,normal
12849,0,0,anormaly
12850,1,1,normal
12851,0,0,anormaly
12852,1,1,normal
12853,0,0,anormaly
12854,1,1,normal
12855,1,1,normal
12856,0,0,anormaly
12857,1,1,normal
12858,1,1,normal
12859,0,0,anormaly
12860,1,1,normal
12861,1,1,normal
12862,0,0,anormaly
12863,1,1,normal
12864,1,1,normal
12865,1,1,normal
12866,1,1,normal
12867,1,1,normal
12868,0,0,anormaly
12869,1,1,normal
12870,1,1,normal
12871,1,1,normal
12872,0,0,anormaly
12873,1,1,normal
12874,1,1,normal
12875,1,1,normal
12876,1,1,normal
12877,0,0,anormaly
12878,1,0,anormaly
12879,0,0,anormaly
12880,1,1,normal
12881,1,1,normal
12882,0,0,anormaly
12883,1,0,anormaly
12884,0,1,normal
12885,1,1,normal
12886,1,1,normal
12887,0,0,anormaly
12888,1,1,normal
12889,1,1,normal
12890,1,1,normal
12891,1,1,normal
12892,0,0,anormaly
12893,1,1,normal
12894,0,0,anormaly
12895,0,0,anormaly
12896,0,1,normal
12897,1,1,normal
12898,0,0,anormaly
12899,1,1,normal
12900,0,0,anormaly
12901,0,0,anormaly
12902,1,1,normal
12903,1,1,normal
12904,0,0,anormaly
12905,0,1,normal
12906,0,1,normal
12907,0,0,anormaly
12908,1,1,normal
12909,0,0,anormaly
12910,1,1,normal
12911,1,1,normal
12912,0,0,anormaly
12913,1,1,normal
12914,0,0,anormaly
12915,0,0,anormaly
12916,1,1,normal
12917,0,0,anormaly
12918,0,0,anormaly
12919,1,1,normal
12920,1,1,normal
12921,1,1,normal
12922,1,1,normal
12923,0,0,anormaly
12924,1,1,normal
12925,0,0,anormaly
12926,1,1,normal
12927,0,0,anormaly
12928,1,1,normal
12929,1,1,normal
12930,0,0,anormaly
12931,1,1,normal
12932,1,1,normal
12933,1,1,normal
12934,1,1,normal
12935,0,0,anormaly
12936,1,1,normal
12937,1,1,normal
12938,0,0,anormaly
12939,1,1,normal
12940,1,1,normal
12941,1,1,normal
12942,1,1,normal
12943,1,1,normal
12944,0,0,anormaly
12945,1,1,normal
12946,1,1,normal
12947,1,1,normal
12948,1,1,normal
12949,1,1,normal
12950,1,1,normal
12951,0,1,normal
12952,1,1,normal
12953,0,0,anormaly
12954,0,0,anormaly
12955,1,1,normal
12956,1,1,normal
12957,0,0,anormaly
12958,0,0,anormaly
12959,1,1,normal
12960,0,0,anormaly
12961,1,1,normal
12962,1,1,normal
12963,0,0,anormaly
12964,1,1,normal
12965,1,1,normal
12966,1,1,normal
12967,1,1,normal
12968,0,0,anormaly
12969,0,0,anormaly
12970,0,0,anormaly
12971,1,1,normal
12972,1,1,normal
12973,1,1,normal
12974,1,1,normal
12975,1,0,anormaly
12976,1,1,normal
12977,1,1,normal
12978,0,0,anormaly
12979,0,0,anormaly
12980,0,0,anormaly
12981,0,0,anormaly
12982,0,1,normal
12983,1,1,normal
12984,0,1,normal
12985,0,0,anormaly
12986,1,1,normal
12987,1,1,normal
12988,1,1,normal
12989,0,0,anormaly
12990,0,0,anormaly
12991,1,1,normal
12992,0,0,anormaly
12993,1,1,normal
12994,0,0,anormaly
12995,0,0,anormaly
12996,1,1,normal
12997,0,0,anormaly
12998,0,0,anormaly
12999,0,0,anormaly
13000,0,0,anormaly
13001,0,0,anormaly
13002,0,0,anormaly
13003,0,0,anormaly
13004,1,1,normal
13005,0,0,anormaly
13006,0,0,anormaly
13007,0,0,anormaly
13008,1,1,normal
13009,1,1,normal
13010,1,1,normal
13011,0,0,anormaly
13012,0,0,anormaly
13013,1,1,normal
13014,1,1,normal
13015,1,1,normal
13016,0,0,anormaly
13017,0,0,anormaly
13018,1,1,normal
13019,1,1,normal
13020,1,1,normal
13021,0,1,normal
13022,1,1,normal
13023,1,1,normal
13024,1,1,normal
13025,1,1,normal
13026,1,1,normal
13027,1,1,normal
13028,0,0,anormaly
13029,1,1,normal
13030,0,0,anormaly
13031,0,0,anormaly
13032,1,1,normal
13033,0,0,anormaly
13034,1,1,normal
13035,0,0,anormaly
13036,1,1,normal
13037,0,0,anormaly
13038,1,1,normal
13039,0,0,anormaly
13040,0,0,anormaly
13041,1,1,normal
13042,0,0,anormaly
13043,0,0,anormaly
13044,1,1,normal
13045,1,1,normal
13046,1,1,normal
13047,1,1,normal
13048,1,1,normal
13049,1,1,normal
13050,1,1,normal
13051,0,0,anormaly
13052,1,1,normal
13053,1,0,anormaly
13054,1,1,normal
13055,0,0,anormaly
13056,0,1,normal
13057,0,0,anormaly
13058,0,0,anormaly
13059,1,1,normal
13060,0,0,anormaly
13061,1,1,normal
13062,0,0,anormaly
13063,1,1,normal
13064,1,1,normal
13065,1,1,normal
13066,0,1,normal
13067,1,1,normal
13068,0,0,anormaly
13069,1,1,normal
13070,0,1,normal
13071,1,1,normal
13072,0,0,anormaly
13073,1,1,normal
13074,0,0,anormaly
13075,1,1,normal
13076,1,1,normal
13077,1,1,normal
13078,0,0,anormaly
13079,0,0,anormaly
13080,0,0,anormaly
13081,1,1,normal
13082,1,1,normal
13083,0,0,anormaly
13084,0,0,anormaly
13085,0,0,anormaly
13086,1,1,normal
13087,0,0,anormaly
13088,1,1,normal
13089,1,1,normal
13090,0,0,anormaly
13091,0,0,anormaly
13092,1,1,normal
13093,1,0,anormaly
13094,1,1,normal
13095,1,1,normal
13096,0,0,anormaly
13097,0,0,anormaly
13098,1,1,normal
13099,0,0,anormaly
13100,1,1,normal
13101,1,1,normal
13102,0,0,anormaly
13103,1,1,normal
13104,1,1,normal
13105,1,1,normal
13106,1,1,normal
13107,0,0,anormaly
13108,0,1,normal
13109,0,0,anormaly
13110,0,0,anormaly
13111,1,1,normal
13112,1,1,normal
13113,0,0,anormaly
13114,1,1,normal
13115,0,0,anormaly
13116,0,0,anormaly
13117,1,1,normal
13118,1,1,normal
13119,0,0,anormaly
13120,1,1,normal
13121,0,0,anormaly
13122,1,1,normal
13123,1,1,normal
13124,1,1,normal
13125,1,1,normal
13126,0,0,anormaly
13127,0,0,anormaly
13128,1,1,normal
13129,1,1,normal
13130,1,1,normal
13131,1,1,normal
13132,0,0,anormaly
13133,0,0,anormaly
13134,0,0,anormaly
13135,0,0,anormaly
13136,1,1,normal
13137,0,0,anormaly
13138,0,0,anormaly
13139,0,0,anormaly
13140,0,0,anormaly
13141,0,0,anormaly
13142,0,0,anormaly
13143,1,1,normal
13144,1,1,normal
13145,1,1,normal
13146,1,1,normal
13147,0,0,anormaly
13148,0,0,anormaly
13149,0,0,anormaly
13150,0,0,anormaly
13151,1,1,normal
13152,0,0,anormaly
13153,1,1,normal
13154,0,0,anormaly
13155,0,0,anormaly
13156,1,1,normal
13157,0,0,anormaly
13158,0,0,anormaly
13159,0,0,anormaly
13160,1,1,normal
13161,1,1,normal
13162,1,1,normal
13163,1,1,normal
13164,1,1,normal
13165,1,1,normal
13166,0,0,anormaly
13167,0,0,anormaly
13168,1,1,normal
13169,1,1,normal
13170,0,0,anormaly
13171,1,1,normal
13172,1,1,normal
13173,0,0,anormaly
13174,0,0,anormaly
13175,1,1,normal
13176,1,1,normal
13177,0,0,anormaly
13178,0,0,anormaly
13179,0,0,anormaly
13180,0,0,anormaly
13181,1,1,normal
13182,0,0,anormaly
13183,1,1,normal
13184,0,0,anormaly
13185,1,1,normal
13186,0,0,anormaly
13187,1,1,normal
13188,1,1,normal
13189,1,1,normal
13190,1,1,normal
13191,1,1,normal
13192,0,0,anormaly
13193,0,0,anormaly
13194,1,1,normal
13195,0,0,anormaly
13196,0,0,anormaly
13197,0,0,anormaly
13198,0,0,anormaly
13199,0,0,anormaly
13200,1,1,normal
13201,1,1,normal
13202,1,1,normal
13203,1,1,normal
13204,1,1,normal
13205,1,1,normal
13206,1,1,normal
13207,1,1,normal
13208,0,1,normal
13209,0,0,anormaly
13210,1,0,anormaly
13211,1,1,normal
13212,1,1,normal
13213,1,1,normal
13214,1,1,normal
13215,1,1,normal
13216,1,1,normal
13217,1,1,normal
13218,0,1,normal
13219,1,1,normal
13220,0,0,anormaly
13221,0,0,anormaly
13222,0,0,anormaly
13223,1,1,normal
13224,1,1,normal
13225,0,0,anormaly
13226,1,1,normal
13227,1,1,normal
13228,0,0,anormaly
13229,0,0,anormaly
13230,1,1,normal
13231,1,1,normal
13232,0,0,anormaly
13233,0,0,anormaly
13234,1,1,normal
13235,1,1,normal
13236,1,1,normal
13237,1,1,normal
13238,0,0,anormaly
13239,0,0,anormaly
13240,1,1,normal
13241,1,1,normal
13242,0,0,anormaly
13243,0,0,anormaly
13244,1,1,normal
13245,0,0,anormaly
13246,1,1,normal
13247,1,1,normal
13248,0,0,anormaly
13249,1,1,normal
13250,1,1,normal
13251,1,1,normal
13252,1,1,normal
13253,1,0,anormaly
13254,0,0,anormaly
13255,0,0,anormaly
13256,1,1,normal
13257,1,1,normal
13258,1,1,normal
13259,0,0,anormaly
13260,0,0,anormaly
13261,0,0,anormaly
13262,1,1,normal
13263,0,0,anormaly
13264,0,0,anormaly
13265,0,0,anormaly
13266,1,1,normal
13267,0,0,anormaly
13268,1,1,normal
13269,1,1,normal
13270,0,0,anormaly
13271,0,0,anormaly
13272,0,0,anormaly
13273,0,1,normal
13274,0,0,anormaly
13275,0,1,normal
13276,1,1,normal
13277,1,1,normal
13278,0,0,anormaly
13279,1,1,normal
13280,0,0,anormaly
13281,1,1,normal
13282,0,0,anormaly
13283,0,0,anormaly
13284,0,0,anormaly
13285,1,1,normal
13286,1,1,normal
13287,1,1,normal
13288,1,1,normal
13289,0,0,anormaly
13290,0,0,anormaly
13291,1,1,normal
13292,1,1,normal
13293,1,1,normal
13294,0,0,anormaly
13295,1,1,normal
13296,0,0,anormaly
13297,0,0,anormaly
13298,1,1,normal
13299,1,1,normal
13300,1,1,normal
13301,1,1,normal
13302,0,0,anormaly
13303,1,1,normal
13304,1,1,normal
13305,1,1,normal
13306,1,1,normal
13307,0,0,anormaly
13308,0,0,anormaly
13309,1,1,normal
13310,1,1,normal
13311,1,1,normal
13312,1,1,normal
13313,1,1,normal
13314,1,1,normal
13315,0,0,anormaly
13316,1,1,normal
13317,1,1,normal
13318,0,1,normal
13319,0,0,anormaly
13320,0,0,anormaly
13321,1,1,normal
13322,1,1,normal
13323,0,0,anormaly
13324,0,0,anormaly
13325,1,1,normal
13326,0,0,anormaly
13327,1,1,normal
13328,1,1,normal
13329,0,0,anormaly
13330,1,1,normal
13331,1,1,normal
13332,0,0,anormaly
13333,0,0,anormaly
13334,1,1,normal
13335,1,1,normal
13336,0,0,anormaly
13337,0,0,anormaly
13338,1,1,normal
13339,0,0,anormaly
13340,0,1,normal
13341,1,1,normal
13342,1,1,normal
13343,1,1,normal
13344,0,0,anormaly
13345,1,1,normal
13346,1,1,normal
13347,1,1,normal
13348,1,1,normal
13349,0,0,anormaly
13350,1,1,normal
13351,1,1,normal
13352,1,1,normal
13353,0,0,anormaly
13354,1,1,normal
13355,1,1,normal
13356,1,1,normal
13357,0,0,anormaly
13358,1,1,normal
13359,0,0,anormaly
13360,0,0,anormaly
13361,1,1,normal
13362,1,1,normal
13363,1,1,normal
13364,1,1,normal
13365,1,1,normal
13366,0,1,normal
13367,0,0,anormaly
13368,1,1,normal
13369,0,0,anormaly
13370,1,1,normal
13371,1,1,normal
13372,1,1,normal
13373,0,0,anormaly
13374,1,1,normal
13375,0,0,anormaly
13376,1,1,normal
13377,0,0,anormaly
13378,0,1,normal
13379,0,0,anormaly
13380,0,0,anormaly
13381,1,1,normal
13382,1,1,normal
13383,1,1,normal
13384,0,1,normal
13385,0,0,anormaly
13386,1,1,normal
13387,0,0,anormaly
13388,1,1,normal
13389,1,1,normal
13390,0,0,anormaly
13391,1,1,normal
13392,1,1,normal
13393,1,1,normal
13394,0,0,anormaly
13395,1,1,normal
13396,0,0,anormaly
13397,0,0,anormaly
13398,0,0,anormaly
13399,1,1,normal
13400,1,1,normal
13401,0,0,anormaly
13402,0,0,anormaly
13403,1,1,normal
13404,1,1,normal
13405,1,1,normal
13406,1,1,normal
13407,0,0,anormaly
13408,0,0,anormaly
13409,0,0,anormaly
13410,1,1,normal
13411,0,0,anormaly
13412,0,0,anormaly
13413,0,0,anormaly
13414,0,0,anormaly
13415,0,0,anormaly
13416,0,0,anormaly
13417,1,1,normal
13418,1,1,normal
13419,0,1,normal
13420,0,0,anormaly
13421,0,0,anormaly
13422,1,1,normal
13423,0,0,anormaly
13424,1,1,normal
13425,0,0,anormaly
13426,0,0,anormaly
13427,1,1,normal
13428,1,1,normal
13429,0,0,anormaly
13430,0,0,anormaly
13431,0,0,anormaly
13432,1,1,normal
13433,1,1,normal
13434,1,1,normal
13435,0,0,anormaly
13436,1,1,normal
13437,1,1,normal
13438,0,0,anormaly
13439,1,1,normal
13440,1,1,normal
13441,1,1,normal
13442,1,0,anormaly
13443,0,0,anormaly
13444,0,0,anormaly
13445,1,1,normal
13446,0,0,anormaly
13447,1,1,normal
13448,1,1,normal
13449,1,1,normal
13450,1,1,normal
13451,0,0,anormaly
13452,0,0,anormaly
13453,1,1,normal
13454,0,0,anormaly
13455,1,1,normal
13456,1,1,normal
13457,0,0,anormaly
13458,1,1,normal
13459,0,0,anormaly
13460,1,1,normal
13461,0,0,anormaly
13462,1,1,normal
13463,1,1,normal
13464,0,0,anormaly
13465,1,1,normal
13466,1,1,normal
13467,0,0,anormaly
13468,1,1,normal
13469,1,1,normal
13470,1,1,normal
13471,1,1,normal
13472,1,1,normal
13473,0,0,anormaly
13474,1,1,normal
13475,1,1,normal
13476,1,1,normal
13477,0,0,anormaly
13478,0,0,anormaly
13479,0,1,normal
13480,1,1,normal
13481,0,0,anormaly
13482,1,1,normal
13483,1,1,normal
13484,0,0,anormaly
13485,0,1,normal
13486,0,0,anormaly
13487,1,1,normal
13488,0,0,anormaly
13489,0,0,anormaly
13490,0,0,anormaly
13491,0,0,anormaly
13492,0,0,anormaly
13493,0,0,anormaly
13494,1,1,normal
13495,1,1,normal
13496,1,1,normal
13497,1,1,normal
13498,1,1,normal
13499,0,1,normal
13500,1,1,normal
13501,1,0,anormaly
13502,0,0,anormaly
13503,1,1,normal
13504,0,0,anormaly
13505,0,1,normal
13506,0,0,anormaly
13507,0,0,anormaly
13508,0,0,anormaly
13509,1,1,normal
13510,1,1,normal
13511,0,0,anormaly
13512,0,0,anormaly
13513,0,0,anormaly
13514,0,0,anormaly
13515,1,1,normal
13516,0,0,anormaly
13517,1,1,normal
13518,1,1,normal
13519,0,0,anormaly
13520,0,0,anormaly
13521,0,0,anormaly
13522,0,0,anormaly
13523,0,0,anormaly
13524,0,0,anormaly
13525,1,1,normal
13526,0,0,anormaly
13527,1,1,normal
13528,1,1,normal
13529,1,1,normal
13530,0,0,anormaly
13531,1,1,normal
13532,1,1,normal
13533,1,1,normal
13534,0,0,anormaly
13535,1,1,normal
13536,1,1,normal
13537,1,1,normal
13538,0,1,normal
13539,1,1,normal
13540,0,0,anormaly
13541,0,0,anormaly
13542,1,1,normal
13543,0,0,anormaly
13544,1,1,normal
13545,0,1,normal
13546,0,0,anormaly
13547,1,1,normal
13548,1,1,normal
13549,1,1,normal
13550,0,0,anormaly
13551,0,0,anormaly
13552,1,1,normal
13553,0,0,anormaly
13554,1,1,normal
13555,0,0,anormaly
13556,1,1,normal
13557,0,0,anormaly
13558,1,1,normal
13559,1,1,normal
13560,0,0,anormaly
13561,1,1,normal
13562,1,1,normal
13563,0,0,anormaly
13564,1,1,normal
13565,0,0,anormaly
13566,1,1,normal
13567,1,1,normal
13568,1,1,normal
13569,1,1,normal
13570,0,0,anormaly
13571,0,0,anormaly
13572,1,1,normal
13573,0,0,anormaly
13574,1,1,normal
13575,0,0,anormaly
13576,0,0,anormaly
13577,1,1,normal
13578,1,0,anormaly
13579,1,1,normal
13580,0,0,anormaly
13581,0,0,anormaly
13582,1,1,normal
13583,1,1,normal
13584,1,1,normal
13585,0,0,anormaly
13586,1,1,normal
13587,1,1,normal
13588,0,0,anormaly
13589,1,1,normal
13590,1,1,normal
13591,0,0,anormaly
13592,1,1,normal
13593,1,1,normal
13594,1,1,normal
13595,0,0,anormaly
13596,1,1,normal
13597,0,0,anormaly
13598,1,1,normal
13599,0,0,anormaly
13600,0,0,anormaly
13601,1,1,normal
13602,0,0,anormaly
13603,1,1,normal
13604,1,1,normal
13605,1,1,normal
13606,0,1,normal
13607,0,0,anormaly
13608,0,0,anormaly
13609,0,0,anormaly
13610,1,1,normal
13611,0,0,anormaly
13612,0,0,anormaly
13613,0,0,anormaly
13614,1,1,normal
13615,1,1,normal
13616,0,0,anormaly
13617,0,0,anormaly
13618,1,1,normal
13619,0,0,anormaly
13620,1,1,normal
13621,1,1,normal
13622,1,1,normal
13623,1,0,anormaly
13624,1,1,normal
13625,0,0,anormaly
13626,0,0,anormaly
13627,1,1,normal
13628,0,0,anormaly
13629,1,1,normal
13630,1,1,normal
13631,1,1,normal
13632,0,0,anormaly
13633,0,0,anormaly
13634,0,0,anormaly
13635,0,0,anormaly
13636,0,0,anormaly
13637,0,0,anormaly
13638,1,1,normal
13639,1,1,normal
13640,0,0,anormaly
13641,1,1,normal
13642,0,0,anormaly
13643,0,0,anormaly
13644,0,0,anormaly
13645,1,1,normal
13646,0,0,anormaly
13647,0,0,anormaly
13648,0,0,anormaly
13649,0,0,anormaly
13650,0,0,anormaly
13651,1,1,normal
13652,1,1,normal
13653,1,1,normal
13654,0,0,anormaly
13655,0,0,anormaly
13656,0,0,anormaly
13657,0,0,anormaly
13658,1,1,normal
13659,0,0,anormaly
13660,1,1,normal
13661,1,1,normal
13662,0,0,anormaly
13663,1,1,normal
13664,0,0,anormaly
13665,1,1,normal
13666,1,1,normal
13667,1,1,normal
13668,0,0,anormaly
13669,1,1,normal
13670,0,0,anormaly
13671,1,1,normal
13672,0,0,anormaly
13673,0,0,anormaly
13674,1,1,normal
13675,0,0,anormaly
13676,1,1,normal
13677,1,0,anormaly
13678,1,1,normal
13679,1,1,normal
13680,0,0,anormaly
13681,1,0,anormaly
13682,1,1,normal
13683,1,1,normal
13684,1,1,normal
13685,1,1,normal
13686,1,1,normal
13687,0,0,anormaly
13688,0,1,normal
13689,1,1,normal
13690,1,1,normal
13691,1,1,normal
13692,1,1,normal
13693,1,1,normal
13694,0,0,anormaly
13695,1,1,normal
13696,1,0,anormaly
13697,1,1,normal
13698,0,0,anormaly
13699,1,1,normal
13700,0,0,anormaly
13701,0,0,anormaly
13702,0,0,anormaly
13703,1,1,normal
13704,0,0,anormaly
13705,0,0,anormaly
13706,0,0,anormaly
13707,1,1,normal
13708,0,0,anormaly
13709,1,1,normal
13710,0,0,anormaly
13711,1,1,normal
13712,1,1,normal
13713,0,0,anormaly
13714,1,1,normal
13715,0,0,anormaly
13716,0,0,anormaly
13717,1,1,normal
13718,1,1,normal
13719,1,1,normal
13720,0,0,anormaly
13721,0,0,anormaly
13722,0,0,anormaly
13723,1,1,normal
13724,1,1,normal
13725,1,1,normal
13726,1,1,normal
13727,0,0,anormaly
13728,1,1,normal
13729,0,0,anormaly
13730,1,1,normal
13731,0,0,anormaly
13732,0,0,anormaly
13733,0,0,anormaly
13734,1,1,normal
13735,0,0,anormaly
13736,0,0,anormaly
13737,1,1,normal
13738,0,0,anormaly
13739,0,0,anormaly
13740,0,0,anormaly
13741,1,1,normal
13742,1,1,normal
13743,0,0,anormaly
13744,0,0,anormaly
13745,1,1,normal
13746,0,0,anormaly
13747,0,0,anormaly
13748,1,1,normal
13749,1,1,normal
13750,0,0,anormaly
13751,0,0,anormaly
13752,1,1,normal
13753,1,1,normal
13754,1,0,anormaly
13755,0,0,anormaly
13756,1,1,normal
13757,1,1,normal
13758,0,0,anormaly
13759,0,0,anormaly
13760,1,1,normal
13761,1,1,normal
13762,1,1,normal
13763,0,0,anormaly
13764,1,1,normal
13765,1,1,normal
13766,1,1,normal
13767,0,0,anormaly
13768,0,0,anormaly
13769,0,0,anormaly
13770,0,0,anormaly
13771,0,0,anormaly
13772,0,0,anormaly
13773,1,1,normal
13774,1,1,normal
13775,1,1,normal
13776,0,0,anormaly
13777,1,1,normal
13778,1,1,normal
13779,1,1,normal
13780,1,1,normal
13781,1,1,normal
13782,0,0,anormaly
13783,1,1,normal
13784,0,0,anormaly
13785,1,1,normal
13786,0,0,anormaly
13787,0,0,anormaly
13788,0,0,anormaly
13789,1,1,normal
13790,0,0,anormaly
13791,1,1,normal
13792,1,1,normal
13793,1,1,normal
13794,0,0,anormaly
13795,1,1,normal
13796,1,1,normal
13797,1,1,normal
13798,1,1,normal
13799,1,1,normal
13800,0,0,anormaly
13801,0,0,anormaly
13802,1,1,normal
13803,1,1,normal
13804,0,0,anormaly
13805,1,1,normal
13806,1,1,normal
13807,1,1,normal
13808,1,1,normal
13809,1,1,normal
13810,1,1,normal
13811,1,1,normal
13812,0,0,anormaly
13813,0,0,anormaly
13814,0,0,anormaly
13815,0,0,anormaly
13816,0,0,anormaly
13817,1,1,normal
13818,1,1,normal
13819,1,1,normal
13820,1,1,normal
13821,1,1,normal
13822,1,1,normal
13823,0,0,anormaly
13824,1,1,normal
13825,0,0,anormaly
13826,1,1,normal
13827,0,1,normal
13828,1,1,normal
13829,1,1,normal
13830,0,0,anormaly
13831,1,1,normal
13832,0,0,anormaly
13833,0,0,anormaly
13834,0,0,anormaly
13835,1,1,normal
13836,1,1,normal
13837,0,0,anormaly
13838,0,0,anormaly
13839,1,1,normal
13840,1,1,normal
13841,1,1,normal
13842,1,1,normal
13843,1,1,normal
13844,0,0,anormaly
13845,1,1,normal
13846,0,0,anormaly
13847,0,0,anormaly
13848,1,1,normal
13849,1,1,normal
13850,0,0,anormaly
13851,1,1,normal
13852,1,1,normal
13853,1,1,normal
13854,0,0,anormaly
13855,0,0,anormaly
13856,1,1,normal
13857,1,1,normal
13858,0,0,anormaly
13859,0,0,anormaly
13860,0,1,normal
13861,0,1,normal
13862,1,1,normal
13863,1,1,normal
13864,1,1,normal
13865,1,1,normal
13866,0,0,anormaly
13867,1,1,normal
13868,1,1,normal
13869,0,0,anormaly
13870,0,0,anormaly
13871,0,0,anormaly
13872,0,0,anormaly
13873,0,0,anormaly
13874,0,0,anormaly
13875,1,1,normal
13876,0,0,anormaly
13877,0,0,anormaly
13878,1,1,normal
13879,1,1,normal
13880,0,0,anormaly
13881,0,0,anormaly
13882,0,0,anormaly
13883,1,1,normal
13884,1,1,normal
13885,0,0,anormaly
13886,1,1,normal
13887,0,0,anormaly
13888,1,1,normal
13889,1,1,normal
13890,0,0,anormaly
13891,0,0,anormaly
13892,0,0,anormaly
13893,1,1,normal
13894,1,1,normal
13895,1,1,normal
13896,0,0,anormaly
13897,1,1,normal
13898,1,1,normal
13899,1,1,normal
13900,1,1,normal
13901,1,1,normal
13902,0,0,anormaly
13903,1,1,normal
13904,0,0,anormaly
13905,0,0,anormaly
13906,0,0,anormaly
13907,1,1,normal
13908,0,0,anormaly
13909,0,0,anormaly
13910,1,1,normal
13911,1,1,normal
13912,0,0,anormaly
13913,1,1,normal
13914,1,1,normal
13915,0,0,anormaly
13916,1,1,normal
13917,1,1,normal
13918,0,0,anormaly
13919,0,0,anormaly
13920,1,1,normal
13921,1,1,normal
13922,0,0,anormaly
13923,1,1,normal
13924,0,0,anormaly
13925,1,1,normal
13926,1,0,anormaly
13927,0,0,anormaly
13928,1,0,anormaly
13929,0,0,anormaly
13930,0,0,anormaly
13931,1,1,normal
13932,1,1,normal
13933,1,1,normal
13934,0,0,anormaly
13935,1,1,normal
13936,0,0,anormaly
13937,0,0,anormaly
13938,0,0,anormaly
13939,0,0,anormaly
13940,1,1,normal
13941,1,1,normal
13942,0,0,anormaly
13943,0,0,anormaly
13944,1,1,normal
13945,0,0,anormaly
13946,1,1,normal
13947,1,1,normal
13948,1,1,normal
13949,0,0,anormaly
13950,1,1,normal
13951,1,1,normal
13952,0,0,anormaly
13953,1,1,normal
13954,0,0,anormaly
13955,1,1,normal
13956,1,1,normal
13957,1,1,normal
13958,0,0,anormaly
13959,1,1,normal
13960,0,0,anormaly
13961,0,0,anormaly
13962,0,0,anormaly
13963,1,1,normal
13964,0,0,anormaly
13965,1,1,normal
13966,0,0,anormaly
13967,1,1,normal
13968,0,1,normal
13969,1,1,normal
13970,0,0,anormaly
13971,1,1,normal
13972,0,0,anormaly
13973,1,1,normal
13974,1,1,normal
13975,1,1,normal
13976,1,1,normal
13977,1,1,normal
13978,1,1,normal
13979,0,0,anormaly
13980,0,0,anormaly
13981,0,1,normal
13982,1,1,normal
13983,1,1,normal
13984,1,1,normal
13985,1,1,normal
13986,1,1,normal
13987,0,0,anormaly
13988,0,0,anormaly
13989,1,1,normal
13990,0,0,anormaly
13991,0,0,anormaly
13992,1,1,normal
13993,0,0,anormaly
13994,0,0,anormaly
13995,0,0,anormaly
13996,0,0,anormaly
13997,0,0,anormaly
13998,1,1,normal
13999,1,1,normal
14000,1,1,normal
14001,1,1,normal
14002,1,1,normal
14003,0,0,anormaly
14004,0,0,anormaly
14005,0,0,anormaly
14006,0,0,anormaly
14007,1,1,normal
14008,1,1,normal
14009,1,1,normal
14010,0,0,anormaly
14011,1,1,normal
14012,1,1,normal
14013,0,0,anormaly
14014,0,0,anormaly
14015,0,0,anormaly
